# name,mass,mass_error_min,mass_error_max,mass_sini,mass_sini_error_min,mass_sini_error_max,radius,radius_error_min,radius_error_max,orbital_period,orbital_period_error_min,orbital_period_error_max,semi_major_axis,semi_major_axis_error_min,semi_major_axis_error_max,eccentricity,eccentricity_error_min,eccentricity_error_max,inclination,inclination_error_min,inclination_error_max,discovered,omega,omega_error_min,omega_error_max,tperi,tperi_error_min,tperi_error_max,lambda_angle,lambda_angle_error_min,lambda_angle_error_max,log_g,detection_type,star_name,star_distance,star_distance_error_min,star_distance_error_max,star_metallicity,star_metallicity_error_min,star_metallicity_error_max,star_mass,star_mass_error_min,star_mass_error_max,star_radius,star_radius_error_min,star_radius_error_max,star_age,star_age_error_min,star_age_error_max,star_teff,star_teff_error_min,star_teff_error_max
Kepler-130 c,,,,,,,0.259,0.022,0.022,27.50868,7E-05,6E-05,0.178,0.005,0.005,0,0,0.07,89.34,0.31,0.66,2014,0,0,10.89,,,,,,,,Primary Transit,Kepler-130,319.57,2.36,2.36,0.02,0.46,0.46,1,0.09,0.09,1.13,0.03,0.03,,,,5884,75,75
Kepler-130 d,,,,,,,0.146,0.014,0.014,87.517905,0.000744,0.000744,0.377,,,0.8,0.4,0.09,,,,2014,,,,,,,,,,,Primary Transit,Kepler-130,319.57,2.36,2.36,0.02,0.46,0.46,1,0.09,0.09,1.13,0.03,0.03,,,,5884,75,75
Kepler-1300 b,,,,,,,0.122,0.028,0.027,22.2419092,0.0002454,0.0002454,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-1300,757,,,0.05,0.064,0.102,1.29,0.15,0.16,1.79,0.41,0.38,3.55,-0.781,1.48,6130,108.91,87.31
Kepler-1301 b,,,,,,,0.125,0.007,0.012,9.08237046,4.331E-05,4.331E-05,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-1301,816,,,0.01,0.162,0.141,0.85,0.04,0.04,0.81,0.04,0.05,4.9,-3.05,6.17,5188,60.07,55.6
Kepler-1302 b,,,,,,,0.128,0.008,0.013,8.83922659,5.866E-05,5.866E-05,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-1302,727,,,0.04,0.168,0.157,0.86,0.04,0.04,0.82,0.04,0.06,4.68,-2.9,6.7,5236,77.09,58.55
Kepler-1303 b,,,,,,,0.127,0.012,0.031,7.56127224,4.12E-05,4.12E-05,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-1303,905,,,0.04,0.156,0.133,1.01,0.05,0.05,1,0.09,0.24,4.47,-2.66,3.42,5771,110.62,85.68
Kepler-1304 b,,,,,,,0.204,0.047,0.017,16.1288853,0.0001191,0.0001191,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-1304,682,,,-0.05,0.164,0.151,0.85,0.05,0.04,0.81,0.05,0.05,4.68,-2.92,5.94,5259,121.88,97.24
Kepler-1305 b,,,,,,,0.168,0.017,0.031,13.5630972,0.0001385,0.0001385,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-1305,1343,,,0.01,0.16,0.12,0.97,0.06,0.06,0.96,0.09,0.17,4.37,-2.61,3.86,5701,175.79,138.16
Kepler-1306 b,,,,,,,0.17,0.016,0.04,16.29595382,7.404E-05,7.404E-05,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-1306,1130,,,0,0.172,0.13,0.98,0.06,0.07,0.97,0.09,0.22,4.57,-2.8,3.9,5727,132.91,140.59
Kepler-1307 b,,,,,,,0.22,0.024,0.059,18.01621096,9.522E-05,9.522E-05,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-1307,1396,,,0.06,0.147,0.145,1.06,0.06,0.07,1.08,0.11,0.29,4.07,-2.29,2.32,5884,103.16,77.63
Kepler-1308 b,,,,,,,0.046,0.004,0.005,2.10433812,4.24E-06,4.24E-06,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-1308,73,,,-0.13,0.074,0.078,0.35,0.04,0.04,0.34,0.03,0.03,3.72,-2.13,5.97,3468,30.71,33.65
Kepler-1309 b,,,,,,,0.211,0.018,0.018,28.8432647,0.0002652,0.0002652,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-1309,845,,,-0.03,0.17,0.162,0.85,0.05,0.05,0.8,0.05,0.06,4.27,-2.6,6.16,5235,154.88,99.72
Kepler-131 b,0.051,0.011,0.011,0.05075,0.011,0.011,0.215,0.018,0.018,16.092,,,,,,,,,,,,2014,,,,,,,,,,,Primary Transit,Kepler-131,230.19,1.43,1.43,0.12,0.07,0.07,1.02,0.06,0.06,1.03,0.1,0.1,3.66,,,5685,74,74
Kepler-131 c,0.026,0.019,0.019,0.026,0.019,0.019,0.075,0.006,0.006,25.5169,,,,,,,,,,,,2014,,,,,,,,,,,Primary Transit,Kepler-131,230.19,1.43,1.43,0.12,0.07,0.07,1.02,0.06,0.06,1.03,0.1,0.1,3.66,,,5685,74,74
Kepler-1310 b,,,,,,,0.128,0.011,0.014,0.67933627,7.2E-07,7.2E-07,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-1310,583,,,-0.07,0.183,0.151,0.91,0.06,0.05,0.88,0.07,0.1,4.17,-2.49,5.36,5549,124.53,136.6
Kepler-1311 b,,,,,,,0.111,0.023,0.022,11.1726994,0.0001387,0.0001387,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-1311,705,,,0.09,0.073,0.101,1.05,0.06,0.08,1.4,0.3,0.3,7.59,-2.06,1.7,5748,72.3,87.26
Kepler-1311 c,,,,,,,0.109,0.021,0.025,2.53573424,1.018E-05,1.018E-05,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-1311,705,,,0.09,0.073,0.101,1.05,0.06,0.08,1.4,0.3,0.3,7.59,-2.06,1.7,5748,72.3,87.26
Kepler-1312 b,,,,,,,0.187,0.006,0.007,5.44832529,7.35E-06,7.35E-06,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-1312,305,,,-0.02,0.096,0.094,0.99,0.03,0.03,0.92,0.03,0.03,2,-0.624,1.19,5719,58.57,71.88
Kepler-1313 b,,,,,,,0.157,0.007,0.005,3.83309118,5.34E-06,5.34E-06,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-1313,187,,,0,0.1,0.093,0.92,0.03,0.03,0.85,0.03,0.03,2.69,-1.17,2.04,5453,76.05,82.15
Kepler-1314 b,,,,,,,0.456,0.017,0.017,5.42474928,3.97E-06,3.97E-06,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-1314,462,,,-0.22,0.068,0.078,0.6,0.02,0.02,0.59,0.02,0.02,6.03,-3.53,5.91,4188,113.71,92.28
Kepler-1315 b,,,,,,,0.123,0.005,0.007,0.84338011,8.2E-07,8.2E-07,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-1315,505,,,0.07,0.165,0.157,0.8,0.04,0.03,0.75,0.03,0.03,3.47,-1.84,5.95,4861,112.47,81.92
Kepler-1316 b,,,,,,,0.316,0.034,0.049,87.9732136,0.0005231,0.0005231,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-1316,753,,,0.03,0.084,0.084,1.04,0.05,0.05,1.12,0.12,0.17,5.13,-2.65,1.9,5884,96.34,97.8
Kepler-1317 b,,,,,,,0.139,0.007,0.008,0.56887443,6E-07,6E-07,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-1317,734,,,-0.01,0.156,0.133,0.83,0.04,0.04,0.79,0.04,0.04,4.79,-2.76,5.83,5144,69.2,84.2
Kepler-1318 b,,,,,,,0.277,0.013,0.015,213.257663,0.001051,0.001051,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-1318,475,,,-0.01,0.146,0.141,0.73,0.04,0.03,0.7,0.03,0.02,4.57,-2.61,5.85,4598,51.73,63.77
Kepler-1319 b,,,,,,,0.12,0.007,0.064,2.88676265,3.37E-06,3.37E-06,,,,0.33,0.08,0.07,,,,2016,,,,,,,,,,,Primary Transit,Kepler-1319,114,6.26,6.13,0.44,0.059,0.043,0.56,0.02,0.01,0.54,0.02,0.02,5.37,-3.54,6.24,3655,50.09,45.46
Kepler-132 b,,,,,,,0.108,0.021,0.021,6.178196,2.2E-05,2.2E-05,0.067,,,,,,,,,2014,,,,,,,,,,,Primary Transit,Kepler-132,303,28.9,41.7,-0.053,,,,,,1.18,0.23,0.23,,,,6003,146,146
Kepler-132 c,,,,,,,0.114,0.022,0.022,6.414914,1.9E-05,1.9E-05,0.068,,,,,,,,,2014,,,,,,,,,,,Primary Transit,Kepler-132,303,28.9,41.7,-0.053,,,,,,1.18,0.23,0.23,,,,6003,146,146
Kepler-132 d,,,,,,,0.138,0.027,0.027,18.010199,6.7E-05,6.7E-05,0.136,,,,,,,,,2014,,,,,,,,,,,Primary Transit,Kepler-132,303,28.9,41.7,-0.053,,,,,,1.18,0.23,0.23,,,,6003,146,146
Kepler-132 e,,,,,,,0.105,0.011,0.014,110.2869374,0.000878,0.000878,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-132,303,28.9,41.7,-0.053,,,,,,1.18,0.23,0.23,,,,6003,146,146
Kepler-1320 b,,,,,,,0.152,0.01,0.006,0.86838653,1.16E-06,1.16E-06,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-1320,771,,,0.1,0.167,0.154,0.8,0.04,0.03,0.74,0.03,0.03,3.16,-1.64,6.57,4817,67.43,51.95
Kepler-1321 b,,,,,,,0.439,0.054,0.054,11.12830484,2.043E-05,2.043E-05,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-1321,547,,,-0.45,0.183,0.279,0.54,0.04,0.07,0.53,0.04,0.06,4.17,-2.49,5.69,4094,86.13,91.2
Kepler-1321 c,,,,,,,0.214,0.016,0.027,2.22649109,5.24E-06,5.24E-06,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-1321,547,,,-0.45,0.183,0.279,0.54,0.04,0.07,0.53,0.04,0.06,4.17,-2.49,5.69,4094,86.13,91.2
Kepler-1322 b,,,,,,,0.144,0.012,0.018,0.96286738,2.04E-06,2.04E-06,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-1322,1217,,,-0.07,0.184,0.151,0.9,0.06,0.05,0.87,0.07,0.11,4.47,-2.8,5.79,5488,103.39,151.55
Kepler-1323 b,,,,,,,0.136,0.021,0.029,0.92990668,7.5E-07,7.5E-07,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-1323,530,,,0.02,0.088,0.082,1.18,0.06,0.11,1.4,0.21,0.3,3.55,-0.96,0.84,6169,59.83,74.24
Kepler-1324 b,,,,,,,0.135,0.008,0.007,4.11584468,8.55E-06,8.55E-06,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-1324,522,,,0.05,0.176,0.152,0.78,0.04,0.03,0.73,0.03,0.02,2.88,-1.37,6.07,4776,70.56,54.15
Kepler-1325 b,,,,,,,0.255,0.042,0.036,33.8786838,0.0002334,0.0002334,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-1325,955,,,0.01,0.178,0.126,0.93,0.05,0.04,0.91,0.06,0.13,4.79,-2.99,5.61,5550,93.24,82.37
Kepler-1326 b,,,,,,,0.373,0.068,0.135,42.3514267,0.0001372,0.0001372,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-1326,910,,,0.02,0.168,0.129,1.45,0.16,0.21,1.74,0.32,0.63,1.7,-0.392,0.53,6725,196.41,280.9
Kepler-1327 b,,,,,,,0.161,0.018,0.052,14.88801098,8.768E-05,8.768E-05,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-1327,688,,,-0.03,0.2,0.146,1.02,0.07,0.07,1.03,0.11,0.25,4.07,-2.27,2.81,5885,121.67,115.84
Kepler-1328 b,,,,,,,0.087,0.008,0.018,4.52158888,2.184E-05,2.184E-05,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-1328,630,,,0,0.177,0.131,1,0.06,0.06,0.99,0.09,0.2,4.57,-2.7,3.12,5780,90.02,91.61
Kepler-1329 b,,,,,,,0.194,0.014,0.005,9.33646594,3.106E-05,3.106E-05,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-1329,624,,,0.02,0.107,0.123,0.72,0.02,0.02,0.69,0.02,0.02,5.62,-3.16,5.37,4500,38.83,38.73
Kepler-133 b,,,,,,,0.157,0.027,0.027,8.129976,3.8E-05,3.8E-05,0.083,,,,,,,,,2014,,,,,,,,,,,Primary Transit,Kepler-133,665.37,19.72,19.72,-0.16,,,,,,1.43,0.24,0.24,,,,5736,100,100
Kepler-133 c,,,,,,,0.253,0.043,0.043,31.517586,0.000158,0.000158,0.204,,,,,,,,,2014,,,,,,,,,,,Primary Transit,Kepler-133,665.37,19.72,19.72,-0.16,,,,,,1.43,0.24,0.24,,,,5736,100,100
Kepler-1330 b,,,,,,,0.147,0.012,0.036,10.10769068,4.951E-05,4.951E-05,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-1330,939,,,0.08,0.151,0.139,0.97,0.05,0.05,0.94,0.07,0.23,4.9,-3.15,4.9,5608,112.79,83
Kepler-1331 b,,,,,,,0.094,0.007,0.008,0.78916165,1.21E-06,1.21E-06,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-1331,365,,,0.05,0.16,0.155,0.72,0.05,0.05,0.69,0.04,0.05,4.17,-2.41,5.56,4508,204.59,243.21
Kepler-1332 b,,,,,,,0.122,0.004,0.008,11.87456832,3.749E-05,3.749E-05,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-1332,515,,,0,0.1,0.098,0.95,0.04,0.03,0.9,0.03,0.04,3.24,-1.58,2.43,5581,69.91,83.36
Kepler-1333 b,,,,,,,0.251,0.022,0.036,109.6471842,0.0007077,0.0007077,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-1333,958,,,-0.04,0.187,0.15,0.94,0.06,0.06,0.92,0.08,0.13,4.57,-2.79,4.53,5628,162.16,142.84
Kepler-1334 b,,,,,,,0.204,0.016,0.028,15.64591713,7.265E-05,7.265E-05,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-1334,1047,,,-0.03,0.175,0.139,0.94,0.05,0.04,0.91,0.06,0.12,4.27,-2.57,5.15,5614,87.5,91.79
Kepler-1335 b,,,,,,,0.129,0.008,0.009,6.26406846,2.706E-05,2.706E-05,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-1335,628,,,-0.07,0.178,0.156,0.77,0.04,0.04,0.74,0.04,0.03,4.9,-2.97,5.92,4903,62.59,66.92
Kepler-1336 b,,,,,,,0.177,0.036,0.027,23.198681,0.0002546,0.0002546,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-1336,822,,,0.05,0.05,0.082,0.94,0.04,0.05,1.3,0.26,0.19,12.3,-3,1.6,5512,66.78,86.32
Kepler-1336 c,,,,,,,0.153,0.031,0.024,5.77721211,2.788E-05,2.788E-05,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-1336,822,,,0.05,0.05,0.082,0.94,0.04,0.05,1.3,0.26,0.19,12.3,-3,1.6,5512,66.78,86.32
Kepler-1337 b,,,,,,,0.215,0.039,0.009,24.4002549,0.0001089,0.0001089,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-1337,588,,,-0.09,0.188,0.167,0.7,0.05,0.04,0.67,0.05,0.03,4.27,-2.48,6.06,4523,50.38,51.15
Kepler-1338 b,,,,,,,0.082,0.009,0.017,0.93511806,2.76E-06,2.76E-06,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-1338,619,,,0,0.177,0.155,1.04,0.07,0.08,1.05,0.11,0.21,3.8,-2.07,2.49,5909,138.71,114.45
Kepler-1339 b,,,,,,,0.063,0.004,0.005,1.34155513,3.7E-06,3.7E-06,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-1339,267,,,0.01,0.11,0.112,0.94,0.04,0.03,0.93,0.05,0.06,5.62,-3.11,3.23,5586,56.05,51.01
Kepler-134 b,,,,,,,0.178,0.035,0.035,5.317429,8E-06,8E-06,0.06,,,,,,,,,2014,,,,,,,,,,,Primary Transit,Kepler-134,338.05,2.42,2.42,,,,,,,1.18,0.23,0.23,,,,5983,150,150
Kepler-134 c,,,,,,,0.112,0.022,0.022,10.105785,5.3E-05,5.3E-05,0.092,,,,,,,,,2014,,,,,,,,,,,Primary Transit,Kepler-134,338.05,2.42,2.42,,,,,,,1.18,0.23,0.23,,,,5983,150,150
Kepler-1340 b,,,,,,,0.138,0.024,0.062,0.66502692,1.6E-06,1.6E-06,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-1340,1421,,,0.07,0.139,0.146,1.27,0.14,0.2,1.42,0.25,0.64,2.4,-0.773,0.89,6331,219.14,166.81
Kepler-1341 b,,,,,,,0.267,0.033,0.037,132.9968322,0.0009243,0.0009243,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-1341,466,,,0.19,0.188,0.108,0.79,0.03,0.02,0.72,0.02,0.02,1.82,-0.53,2.61,4662,46.26,43.09
Kepler-1342 b,,,,,,,0.148,0.012,0.02,2.21571036,8.12E-06,8.12E-06,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-1342,941,,,0.03,0.157,0.137,0.93,0.06,0.05,0.9,0.06,0.11,4.37,-2.69,5.3,5527,178.84,128.51
Kepler-1343 b,,,,,,,0.172,0.017,0.022,3.35183158,1.113E-05,1.113E-05,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-1343,1307,,,-0.16,0.214,0.186,0.95,0.08,0.06,0.93,0.08,0.11,3.98,-2.31,3.8,5759,75.84,107.08
Kepler-1344 b,,,,,,,0.164,0.018,0.045,4.7683049,1.895E-05,1.895E-05,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-1344,851,,,0.06,0.165,0.145,1.09,0.07,0.09,1.13,0.12,0.31,3.63,-1.86,1.68,5981,91.31,78.95
Kepler-1345 b,,,,,,,0.211,0.041,0.095,44.6169557,0.0003329,0.0003329,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-1345,1164,,,0.04,0.168,0.129,1.32,0.14,0.22,1.55,0.3,0.69,2.24,-0.575,0.692,6449,141.28,123.48
Kepler-1346 b,,,,,,,0.141,0.019,0.05,3.40165668,1.161E-05,1.161E-05,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-1346,1123,,,0.04,0.154,0.135,1.14,0.08,0.15,1.21,0.15,0.43,3.09,-1.36,1.22,6133,160.7,118.39
Kepler-1347 b,,,,,,,0.092,0.004,0.005,14.00947528,7.001E-05,7.001E-05,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-1347,321,,,-0.11,0.112,0.103,0.82,0.04,0.04,0.79,0.03,0.03,5.62,-3.24,4.19,5193,55.99,74.46
Kepler-1348 b,,,,,,,0.173,0.021,0.038,27.5722742,0.000228,0.000228,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-1348,1033,,,-0.01,0.193,0.147,1.04,0.07,0.07,1.04,0.1,0.23,3.72,-1.99,2.42,5911,101.96,102.08
Kepler-1349 b,,,,,,,0.062,0.01,0.056,2.12823928,1.057E-05,1.057E-05,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-1349,260,,,0.03,0.226,0.158,1.16,0.08,0.41,1.28,0.19,1.15,2.88,-1.56,1.36,6086,194.89,98.49
Kepler-135 b,,,,,,,0.161,0.031,0.031,6.00253,1.6E-05,1.6E-05,0.067,,,,,,,,,2014,,,,,,,,,,,Primary Transit,Kepler-135,632.99,11.13,11.13,0.045,,,,,,1.27,0.24,0.24,,,,6090,120,120
Kepler-135 c,,,,,,,0.103,0.021,0.021,11.448708,0.000145,0.000145,0.103,,,,,,,,,2014,,,,,,,,,,,Primary Transit,Kepler-135,632.99,11.13,11.13,0.045,,,,,,1.27,0.24,0.24,,,,6090,120,120
Kepler-1350 b,,,,,,,0.225,0.022,0.014,4.4968604,1.273E-05,1.273E-05,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-1350,350,,,-0.06,0.16,0.12,0.55,0.05,0.03,0.53,0.05,0.03,4.57,-2.71,5.83,3827,59.63,45.42
Kepler-1350 c,,,,,,,0.154,0.016,0.011,1.76678906,7.12E-06,7.12E-06,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-1350,350,,,-0.06,0.16,0.12,0.55,0.05,0.03,0.53,0.05,0.03,4.57,-2.71,5.83,3827,59.63,45.42
Kepler-1351 b,,,,,,,0.058,0.004,0.004,0.91614077,1.92E-06,1.92E-06,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-1351,241,,,-0.03,0.161,0.156,0.7,0.04,0.03,0.67,0.04,0.03,4.17,-2.37,5.54,4439,77.72,82.58
Kepler-1352 b,,,,,,,0.079,0.01,0.022,1.87788275,7.35E-06,7.35E-06,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-1352,637,,,0,0.192,0.136,1.11,0.08,0.11,1.16,0.14,0.33,3.16,-1.49,1.4,6118,116.34,107.49
Kepler-1353 b,,,,,,,0.161,0.012,0.033,24.7543966,0.0001431,0.0001431,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-1353,596,,,-0.06,0.166,0.158,0.76,0.05,0.04,0.72,0.04,0.04,4.68,-2.71,5.65,4776,111.78,158.62
Kepler-1354 b,,,,,,,0.265,0.045,0.109,76.613377,0.0007773,0.0007773,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-1354,1057,,,0.03,0.156,0.133,1.16,0.11,0.16,1.24,0.19,0.49,2.95,-1.2,1.29,6168,202.44,136.72
Kepler-1355 b,,,,,,,0.13,0.009,0.011,1.28958811,3.5E-06,3.5E-06,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-1355,963,,,-0.04,0.15,0.137,0.88,0.04,0.04,0.83,0.04,0.06,4.27,-2.63,5.7,5352,62.37,68.59
Kepler-1356 b,,,,,,,0.136,0.009,0.01,0.63400294,1.2E-06,1.2E-06,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-1356,881,,,-0.02,0.158,0.142,0.82,0.04,0.04,0.78,0.04,0.04,4.9,-3.01,6.22,5106,84.13,65.11
Kepler-1357 b,,,,,,,0.114,0.01,0.018,3.0091324,1.52E-05,1.52E-05,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-1357,1026,,,-0.06,0.196,0.149,0.93,0.06,0.05,0.9,0.07,0.13,4.57,-2.84,5.18,5597,91.12,92.01
Kepler-1358 b,,,,,,,0.1,0.009,0.006,7.06317341,2.9E-05,2.9E-05,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-1358,558,,,-0.08,0.179,0.153,0.82,0.05,0.04,0.79,0.05,0.04,5.13,-3.15,6.38,5181,55.42,58.32
Kepler-1359 b,,,,,,,0.252,0.029,0.04,59.4970952,0.0005052,0.0005052,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-1359,669,,,0.11,0.177,0.134,0.78,0.04,0.03,0.72,0.02,0.02,2.34,-0.93,5.38,4709,55.6,46.37
Kepler-136 b,,,,,,,0.183,0.034,0.034,11.5789,3E-05,3E-05,0.106,,,,,,,,,2014,,,,,,,,,,,Primary Transit,Kepler-136,425.94,4.42,4.42,,,,1.2,,,1.35,0.25,0.25,,,,6165,100,100
Kepler-136 c,,,,,,,0.178,0.033,0.033,16.399235,5.1E-05,5.1E-05,0.133,,,,,,,,,2014,,,,,,,,,,,Primary Transit,Kepler-136,425.94,4.42,4.42,,,,1.2,,,1.35,0.25,0.25,,,,6165,100,100
Kepler-1360 b,,,,,,,0.303,0.068,0.104,40.5286413,0.0003328,0.0003328,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-1360,1405,,,0.06,0.16,0.141,1.51,0.21,0.23,1.83,0.41,0.63,1.55,-0.3,0.674,6778,343.47,324.31
Kepler-1361 b,,,,,,,0.077,0.011,0.011,3.57554956,2.329E-05,2.329E-05,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-1361,404,,,0,0.15,0.148,0.83,0.04,0.04,0.79,0.04,0.04,4.9,-2.94,6.17,5131,57.72,55.23
Kepler-1362 b,,,,,,,0.232,0.017,0.011,136.205626,0.001278,0.001278,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-1362,767,,,0.06,0.153,0.149,0.8,0.04,0.03,0.74,0.03,0.03,3.09,-1.53,6.26,4857,72.62,51.17
Kepler-1363 b,,,,,,,0.112,0.007,0.008,2.94194094,1.171E-05,1.171E-05,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-1363,559,,,-0.09,0.174,0.163,0.76,0.05,0.04,0.72,0.04,0.04,4.17,-2.44,6.16,4839,109.75,102.94
Kepler-1364 b,,,,,,,0.192,0.035,0.071,13.32196237,8.114E-05,8.114E-05,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-1364,1149,,,0.04,0.148,0.131,1.49,0.14,0.21,1.79,0.31,0.62,1.58,-0.27,0.37,6805,160.28,136.21
Kepler-1365 b,,,,,,,0.082,0.009,0.012,7.69993485,4.726E-05,4.726E-05,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-1365,541,,,0.03,0.097,0.089,1,0.04,0.04,1.05,0.1,0.15,6.03,-3.35,2.39,5770,88.36,86.4
Kepler-1365 c,,,,,,,0.071,0.007,0.011,4.77468005,4.014E-05,4.014E-05,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-1365,541,,,0.03,0.097,0.089,1,0.04,0.04,1.05,0.1,0.15,6.03,-3.35,2.39,5770,88.36,86.4
Kepler-1366 b,,,,,,,0.128,0.009,0.009,2.16457097,6.83E-06,6.83E-06,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-1366,395,,,-0.02,0.158,0.162,0.62,0.04,0.03,0.6,0.04,0.03,3.98,-2.23,5.66,4070,54.22,63
Kepler-1367 b,,,,,,,0.082,0.007,0.006,1.57409027,5.24E-06,5.24E-06,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-1367,357,,,-0.06,0.204,0.167,0.62,0.05,0.03,0.6,0.05,0.03,3.89,-2.23,5.55,4106,57.12,55.83
Kepler-1368 b,,,,,,,0.147,0.015,0.031,0.67564949,2.55E-06,2.55E-06,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-1368,1750,,,0.1,0.139,0.148,1.07,0.06,0.08,1.08,0.11,0.22,3.47,-1.8,2.21,5906,160.03,120.57
Kepler-1369 b,,,,,,,0.24,0.022,0.037,25.873148,0.0001453,0.0001453,,,,,,,,,,2016,,,,,,,,,,,Primary Transit,Kepler-1369,1236,,,0,0.159,0.136,0.99,0.06,0.06,0.99,0.08,0.15,4.07,-2.31,3.64,5761,110.01,132.7
Kepler-137 b,,,,,,,0.131,0.01,0.01,8.436387,1.8E-05,1.8E-05,0.077,,,,,,,,,2014,,,,,,,,,,,Primary Transit,Kepler-137,305.65,1.86,1.86,-0.12,,,,,,0.8,0.06,0.06,,,,5187,100,100
Kepler-137 c,,,,,,,0.168,0.012,0.012,18.735753,3.5E-05,3.5E-05,0.13,,,,,,,,,2014,,,,,,,,,,,Primary Transit,Kepler-137,305.65,1.86,1.86,-0.12,,,,,,0.8,0.06,0.06,,,,5187,100,100
